,Cluster,Chromosome,Start,End,Strand,Description,R30,S30,L30,F30,R45,S45,L45,F45,R85,S85,L85,10DPA,20DPA,IMG,MG,Br,Br3,Br7,Br10,Br15
Solyc02g082230.3,8,SL3.0ch02,46484768,46485455,-,Serine/threonine-protein phosphatase (AHRD V3.3 *** K4BA93_SOLLC)                 ,1.01403527,0.018249076,-1.880005842,-0.466670375,1.363941892,0.191107659,-1.030549038,-1.055032622,0.158690297,0.320489456,0.47087991,-1.89085522,-0.381945657,0.046970086,-0.533978649,-0.274614984,-0.230111248,0.941591364,2.155222487,1.062586136
Solyc02g082270.3,8,SL3.0ch02,46532544,46534174,+,"RNA binding ""protein,"" putative (AHRD V3.3 *** B9R8T5_RICCO)               ",-0.119483948,-1.127157521,-1.41215149,-1.612805015,-0.572246432,0.942355788,-0.684337985,-0.696435129,1.060871658,0.633461992,-0.244003185,-1.00801562,-1.334347527,1.252513659,1.253100073,-0.176313582,0.302174184,1.465099052,1.069061526,1.008659504
Solyc02g082540.3,8,SL3.0ch02,46769559,46769696,-,Calcium-binding EF-hand (AHRD V3.3 *** A0A103XCL1_CYNCS)                 ,-0.46741777,-0.32333272,-1.595159865,-0.916736211,-0.465439156,0.818406438,-1.265531676,-0.781838742,0.675094056,0.52020966,-0.276662196,-1.463604832,-0.549338563,1.120235799,0.683031631,0.020593177,-0.437664996,1.742168601,2.032725791,0.930261574
Solyc02g082570.2,8,SL3.0ch02,46791977,46793393,+,Fact complex subunit spt16 (AHRD V3.3 *** A0A0B0N975_GOSAR)               ,-0.208432199,-0.900689452,-1.990951778,-0.736216554,0.30040799,0.660750634,-1.089605791,-1.403122235,0.237080771,0.179927291,-0.087374605,-0.995913529,-0.261564952,0.168889368,0.049601476,1.665370409,2.035213123,0.846272901,1.460303334,0.070053797
Solyc02g082700.3,0,SL3.0ch02,46911651,46911778,-,High mobility group protein (AHRD V3.3 *** O49948_SOLTU)               ,0.571849042,0.547305856,-0.072581627,1.558448542,0.415969085,-0.963749238,-0.302486676,-0.022092901,1.623282284,0.312965707,2.13504557,0.619669505,-1.250656643,-1.129498621,-0.817945394,-1.462928429,-1.518416902,0.1679903,-0.171973236,-0.240196227
Solyc02g082710.3,1,SL3.0ch02,46919267,46919767,+,tail-anchored protein insertion receptor WRB-like protein (AHRD V3.3 *** AT4G16444.1)             ,0.795786841,-0.27915737,-2.138761872,-0.248019366,1.304454563,-0.487258817,-1.403783271,-0.462070018,1.465933881,0.023138672,0.81813063,-1.082262156,-1.026019695,-0.915734495,-0.324181828,0.44238562,0.122039561,0.593157174,1.235770634,1.566451312
Solyc02g082800.3,8,SL3.0ch02,47008392,47008866,-,"Ubiquitin ""1,"" related protein (AHRD V3.3 *** G7K017_MEDTR)               ",0.4299378,0.280695453,-2.194010771,0.446653103,-0.817340955,0.372849366,-1.926416004,0.215972877,0.615563626,0.147480971,-0.482041512,-1.543914657,-0.502254788,0.659511805,0.741200199,0.20255379,-0.379551208,0.666653113,2.068953242,0.997504548
Solyc02g082860.3,1,SL3.0ch02,47072317,47072868,+,"Isocitrate ""dehydrogenase,"" putative (AHRD V3.3 *** B9SRZ2_RICCO)                ",1.122514396,0.602627198,-1.599351638,-0.38232421,2.275663137,-0.29262528,-1.508901611,-0.797974607,0.945478987,-0.031241951,-0.229352496,-1.455376979,-0.875238323,-0.451848262,0.177454387,-0.017679934,0.253622044,-0.256918262,1.017841132,1.503632271
Solyc02g082970.1,8,SL3.0ch02,47124047,47125456,+,Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A124SH83_CYNCS)                ,-0.154769515,1.057864409,-1.760992326,0.332977267,0.118941121,-0.091805982,-2.002436883,-1.0519786,-0.270993559,-0.408782262,-0.887046552,-1.646981742,0.78685154,0.479284862,0.48306437,0.759223173,0.961216103,1.465247147,1.339864817,0.491252611
Solyc02g083260.3,8,SL3.0ch02,47271483,47271756,-,GPI mannosyltransferase 1 (AHRD V3.3 *** PIGM_ARATH)                ,0.486262645,-0.121870401,-1.835852003,-0.389222285,-0.021987599,-0.139577852,-1.880623731,-0.956129534,1.036529285,0.519498982,-0.011933122,-1.628512892,-0.481327268,0.661896373,0.225676236,0.250583846,-0.093230485,1.236833806,2.070667868,1.072318132
Solyc02g083310.3,6,SL3.0ch02,47322718,47323145,-,"Wound-responsive family ""protein,"" putative (AHRD V3.3 *** A0A061DF47_THECC)               ",0.906464557,2.082669707,0.104502949,1.195578255,0.39465823,0.317638122,-0.725599792,0.051686072,-0.520630484,1.448394173,0.819457,0.238635471,0.654283795,-0.111733566,-0.137504682,-1.243044302,-1.267868186,-1.39432879,-1.362960114,-1.450298415
Solyc02g083340.3,6,SL3.0ch02,47336336,47336415,-,Phospholipase D (AHRD V3.3 *-* K4BAK2_SOLLC)                 ,0.480476223,1.072267274,1.890061065,-0.117259735,1.187040708,0.440618746,1.065720565,-0.499964596,-0.718888068,0.396357493,1.809341744,-0.793096353,0.505760644,-0.324373485,-0.685318713,-1.193053515,-1.374426173,-0.893344406,-1.120968737,-1.126950679
Solyc02g083590.3,1,SL3.0ch02,47497799,47498324,-,Dehydroquinate synthase (AHRD V1 ***- Q8RU74_SOLLC)%3B contains Interpro domain(s) IPR016037 3-dehydroquinate synthase AroB%2C subgroup         ,0.38097365,-1.109299669,-1.298980439,-0.873105979,1.524735025,-0.489160202,-0.707595884,0.386706439,0.489010783,-0.824395569,-0.57220771,-1.528876276,-0.772723253,-0.306245895,-0.48869395,0.529179831,1.632271779,1.259144424,1.588066419,1.181196476
Solyc02g083670.3,6,SL3.0ch02,47542356,47542759,-,histidine kinase 1 (AHRD V3.3 *** AT2G17820.1)                ,1.868834442,0.264608199,-0.311681313,-0.564425687,1.553699605,1.371854,0.121262804,-0.618147934,1.925646527,0.574155182,-0.102009217,-1.075802611,0.078480104,0.329155727,0.038292035,-0.879539273,-1.143684988,-1.102752313,-1.156403156,-1.171542133
Solyc02g083720.3,0,SL3.0ch02,47578014,47578080,-,MLO-like protein (AHRD V3.3 *** K4BAP0_SOLLC)                 ,1.871158635,0.923589679,-0.350118631,0.92401099,2.442494347,0.479410768,-0.165027442,-0.210052326,1.470507519,0.338121788,-0.431971601,-0.80749615,-0.749328916,-0.790064123,-0.852323037,-0.863402124,-0.837389649,-0.681238698,-0.872069927,-0.838811103
Solyc02g083740.2,8,SL3.0ch02,47590728,47596001,+,"Oligopeptide ""transporter,"" putative (AHRD V3.3 *** B9SUI4_RICCO)                ",0.634352991,0.474929968,-1.804415424,-1.090349578,-0.499558359,0.705797379,-1.741820264,0.359992364,2.290876556,0.981881805,-0.382485286,-1.146735068,-0.214789638,1.413077342,0.802339102,0.145623333,-0.453426502,-0.417269727,-0.384852445,0.32683145
Solyc02g083760.3,6,SL3.0ch02,47599085,47599431,-,Pathogenesis-related thaumatin family protein (AHRD V3.3 *** G7JWA0_MEDTR)               ,0.281733769,1.324295101,-0.506359185,-0.461008997,-0.306964292,1.788304828,-0.341506111,-0.784541888,1.010305563,1.048898,-0.876170596,0.664057836,1.599030581,1.113295379,0.115870257,-0.860047176,-1.222531072,-1.211559857,-1.263534264,-1.111567875
Solyc02g083780.2,8,SL3.0ch02,47609661,47609682,-,"Pentatricopeptide repeat-containing ""protein,"" putative (AHRD V3.3 *** B9SU41_RICCO)               ",-0.556795056,1.309489669,-1.497649666,0.75551965,-1.339062702,0.078150541,-1.562759376,-1.073927838,0.417035558,-0.055081557,-1.50091837,-0.054569089,1.088016748,1.373101796,1.289644355,-0.474305216,-0.40716836,0.643350447,1.316790775,0.25113769
Solyc02g083990.3,0,SL3.0ch02,47776336,47776713,+,polyamine-modulated factor 1-binding protein (AHRD V3.3 *** AT2G17990.3)               ,1.479218252,1.821939935,-0.022326433,0.928930558,1.320251337,1.022067081,0.277197119,-0.045342541,0.958908184,0.592713924,0.551292137,-1.117408897,-0.530972478,-0.825391299,-1.009332283,-0.901495811,-1.367978217,-1.063566141,-1.00146408,-1.067240347
Solyc02g084030.3,6,SL3.0ch02,47806266,47806981,+,Peptide methionine sulfoxide reductase family protein (AHRD V3.3 *** AT2G18030.1)             ,0.919606807,1.76589964,-0.363674209,1.488584355,0.466145805,1.869651915,-0.605396943,-0.6984919,-0.848196109,0.088177221,-0.677314901,-0.718403068,1.349887431,0.202682687,-0.031551861,0.308790819,-0.84783495,-1.565258087,-0.854172288,-1.249132363
Solyc02g084220.3,0,SL3.0ch02,47944356,47944563,-,Sodium-dependent phosphate transporter 1 (AHRD V3.3 *** A0A0B0PU91_GOSAR)               ,1.854261944,0.358770411,-0.608166551,1.257718069,1.070236997,0.399667009,0.33784168,0.861223384,-0.103648006,0.501336138,1.441706642,0.865359721,-0.829594661,-1.311164319,-1.220604244,-0.811701351,-0.558943179,-1.3256381,-1.429709392,-0.748952189
Solyc02g084660.3,0,SL3.0ch02,48389721,48390103,+,Glutaredoxin (AHRD V3.3 *-* A0A124SH95_CYNCS)                  ,1.171845858,0.583350746,-0.64198612,0.68403275,2.087794025,0.417341382,-0.206088167,-0.074485069,1.860543066,0.905054624,1.070520709,-1.088223348,-0.376220251,-0.930506769,-1.005155775,-0.979075526,-1.15071978,-0.964333602,-0.517322708,-0.846366045
Solyc02g084770.3,6,SL3.0ch02,48511175,48511301,-,"Mitochondrial carrier ""protein,"" expressed (AHRD V3.3 *** Q6AVS9_ORYSJ)               ",1.642570253,1.070472586,-0.763054979,1.397130139,0.834384599,0.85890563,-0.841886551,1.380836953,0.998191781,0.052885114,-0.734467435,-0.380443843,0.524227317,-0.009080472,-0.012424781,-1.068439594,-1.526141497,-0.745246368,-1.361390682,-1.317028172
Solyc02g084920.3,8,SL3.0ch02,48616096,48616195,-,fruit-specific protein TOM2A11                    ,0.017936514,-0.032953993,-1.478830228,-0.940799657,0.871631338,0.057067137,-1.394332193,-1.206487761,0.19552927,-0.223228114,0.088219121,-0.808015189,-0.592359784,0.40579567,0.216064524,-0.088223739,-0.416662186,0.907602153,2.789995084,1.632052033
Solyc02g085040.3,8,SL3.0ch02,48707719,48708086,-,GAMMA carbonic anhydrase (AHRD V3.3 *** G5DWW7_SILLA)                ,0.654971294,0.628222521,-2.15167926,0.310116791,0.152263332,-0.861682084,-1.855910127,-1.322709109,1.597688563,-0.211823454,0.347096674,-0.594179095,0.558916787,0.331792673,0.26830023,0.304276637,-1.259667375,1.129781428,1.089134577,0.885088996
Solyc02g085180.4,5,SL3.0ch02,48798136,48798997,-,alpha/beta fold family protein                   ,0.969225347,-0.504588132,-1.037583475,0.270113436,1.752382626,0.214079731,-1.025992294,-0.706731857,2.310231625,-0.230852995,-1.046652167,-0.276218864,0.871427036,1.331007949,0.535836609,0.311185293,-0.825589678,-0.921247994,-1.001002153,-0.989030042
Solyc02g085245.1,6,SL3.0ch02,48849000,48849141,+,Histone deacetylase (AHRD V3.3 --* A0A090M7H3_OSTTA)                 ,1.296583267,1.304836345,0.706007607,1.017176186,1.419015969,0.334473412,-0.075653995,-0.307662981,-0.824549772,0.09438252,0.999260178,-0.449497483,1.021209048,-0.311172672,-0.831537407,0.207293898,-1.391021636,-1.59874694,-0.531949841,-2.078445702
Solyc02g085340.1,6,SL3.0ch02,48894338,48896167,-,GRAS family transcription factor (AHRD V3.3 *** AT5G66770.1)               ,0.104022488,1.334161955,-0.321024168,1.107892953,-0.478987756,0.482735911,-0.189928274,-0.400808567,1.374190167,1.122160288,0.406352519,-0.883401146,0.023612487,1.538856396,1.168525651,-0.982950638,-1.440786434,-1.054572242,-1.499145621,-1.410905969
Solyc02g085520.3,4,SL3.0ch02,49017454,49017975,-,"Adenylosuccinate ""synthetase,"" chloroplastic (AHRD V3.3 *** PURA_SOLBU)                ",-1.2871758,0.409128751,1.056691572,0.287882665,-1.459507887,-1.019758265,0.499803721,-1.121829054,-1.618240213,-1.037660248,-0.856805994,-0.426770198,0.39918827,0.348468571,0.244835147,0.664934351,0.493564732,1.250616141,1.408916347,1.763717393
Solyc02g085640.3,1,SL3.0ch02,49117855,49118319,+,Xaa-Pro aminopeptidase 1                    ,0.86385854,-0.695876689,-1.556725947,-0.997899136,0.714534146,-0.669537958,-0.672305757,-0.538290391,1.431802456,0.305894823,0.78294677,-1.17670375,-1.288879977,-0.453282722,-0.716912247,-0.375321021,0.933805674,0.9223413,1.89919905,1.287352836
Solyc02g085705.1,0,SL3.0ch02,49166646,49166877,+,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein (AHRD V3.3 --* AT2G22190.2)             ,0.961422641,0.70185027,-0.295487232,0.256172646,1.449639454,0.290723324,-0.620271793,-0.457219253,2.100869518,1.694108064,1.237402608,-0.769474082,-0.087199296,-0.773040858,-0.509119141,-1.037115966,-1.059782238,-1.069321626,-1.072097219,-0.942059821
Solyc02g085833.1,8,SL3.0ch02,49269254,49269458,-,Rad23 UV excision repair protein family (AHRD V3.3 *** AT3G02540.3)             ,0.642618934,-0.009526607,-2.194074538,-0.124120429,0.532027981,0.767371831,-0.902265399,0.07502135,1.351740744,0.529396149,-0.477421136,-2.494307838,-0.95487412,0.152314182,0.085803093,0.386807868,-0.357244001,0.63838448,0.936281048,1.416066407
Solyc02g085860.3,8,SL3.0ch02,49280944,49281013,+,"ALG6, ALG8 glycosyltransferase family protein (AHRD V3.3 *** A0A072U6Q6_MEDTR)              ",0.637758773,-0.104999742,-1.867160019,-0.817419738,-0.532539307,2.001929587,-1.400961808,-0.566482379,-0.469282139,1.229287864,0.044973126,-1.351749611,-0.07477823,1.774361842,0.926638135,0.169204158,-0.596199475,0.674623048,0.602038472,-0.279242557
Solyc02g085910.3,1,SL3.0ch02,49329368,49329623,-,LOB domain-containing protein (AHRD V3.3 *** A0A0K9PUI8_ZOSMR)                ,1.80162659,-0.268724877,-0.937360194,-0.86859812,1.118822227,-0.927179344,-0.998295997,-0.671431843,0.401063751,-0.910681797,-0.966797073,-0.308631309,-0.443256021,-0.147262417,-0.517795861,1.285225176,-0.127744536,2.061728033,-0.299525997,1.724819609
Solyc02g086240.3,6,SL3.0ch02,49601510,49601981,+,Ribosomal L5P family protein (AHRD V3.3 *** AT5G45775.2)               ,1.853148928,0.5448813,-0.799717447,1.645214825,2.092094535,-0.216385256,-1.516429371,-0.804522953,-0.110221109,-0.07840488,0.28819192,-0.565543678,0.46641338,0.088436754,0.517598777,0.362814234,-1.679755788,-0.305260187,-0.855512432,-0.927041551
Solyc02g086250.3,6,SL3.0ch02,49610354,49611496,-,titan9 (AHRD V3.3 *** AT3G20070.4)                  ,1.112348308,1.932947326,-0.027046916,2.660942302,0.774405907,0.101712622,-0.43630649,-0.362143426,0.015188757,-0.137748343,-0.223090154,-0.510736629,0.450116916,0.435336438,-0.297220925,-0.835514094,-1.355163508,-0.931837693,-1.204279512,-1.161910884
Solyc02g086370.3,6,SL3.0ch02,49672104,49673273,+,Lipid phosphate phosphatase-like protein (AHRD V3.3 *** I3SWU2_MEDTR)               ,0.133732339,0.710426132,0.095536088,0.47090139,0.675653216,1.345776884,0.927345816,-1.34038484,0.258585027,0.260706497,-0.331603739,0.432092786,0.538664659,0.789644573,1.50724103,-0.523906628,-1.508180746,-0.572781836,-2.348158038,-1.521290609
Solyc02g086520.3,8,SL3.0ch02,49832203,49832553,-,"DNA binding ""protein,"" putative (AHRD V3.3 *** B9SF87_RICCO)               ",1.218823813,1.292624874,-1.661521867,-0.539830064,0.551395837,0.443775173,-2.373356898,-0.375639954,0.430807202,0.814946288,0.599535989,-1.913417405,0.53598508,0.433130459,0.196276841,0.849832226,-0.319848422,-0.301005087,0.836831673,-0.719345757
Solyc02g086645.1,1,SL3.0ch02,49936306,49937179,+,"tRNA, putative (AHRD V3.3 *** B9S623_RICCO)                 ",0.425040766,0.760427484,-1.558675491,-0.411194533,0.634255134,0.618650782,-0.667001777,-1.483192725,0.772449879,0.135181563,-0.620639365,-0.030396825,-1.834879396,-1.260144944,0.240366565,-0.136206746,0.001051734,0.851898779,2.01321995,1.549789166
Solyc02g086770.3,0,SL3.0ch02,50023418,50023849,-,Cinnamoyl-CoA reductase (AHRD V3.3 *** A0A172WBP6_DAUCA)                 ,1.394804392,-0.169865221,-0.48890238,0.96200925,2.389939818,0.542660954,-0.008030002,-0.144344027,1.932249679,0.941124817,-0.200314769,-0.311296257,-0.652237667,-0.804313611,-0.882563493,-1.009419681,-0.985816558,-0.965730119,-1.01212373,-0.527831395
Solyc02g086780.3,8,SL3.0ch02,50036083,50036558,+,Proteasome assembly chaperone 3 (AHRD V3.3 *** A0A1D1YK33_9ARAE)               ,0.812518974,0.168348112,-1.521076039,-0.225306751,2.531437405,0.072903665,-1.980489887,-1.683873643,-0.396804003,-0.000136682,-1.092200524,0.095108906,0.817362336,0.353710461,0.256185129,0.761571843,-0.209876142,0.484747802,0.832281381,-0.076412343
Solyc02g086810.1,0,SL3.0ch02,50064092,50064913,+,LOW QUALITY:DUF1645 family protein (AHRD V3.3 *** G7KIQ4_MEDTR)               ,0.356879167,0.802827075,0.093808354,0.218698948,-0.002199898,0.520022028,-0.08176792,0.003774889,1.6527251,2.941526423,0.838788645,-0.576171274,-0.125950258,-0.689824313,-0.986016768,-1.123276985,-1.095479217,-1.012780105,-0.960273718,-0.775310174
Solyc02g086880.3,8,SL3.0ch02,50126664,50126777,+,formate dehydrogenase                     ,0.147889858,-0.693007106,-1.580173627,-0.715563611,1.996626769,-0.60107837,-1.595130462,-0.30668543,-0.060351961,0.646847956,-1.004470234,0.035289912,-0.394209138,-0.557569029,-0.617760902,0.11954218,0.727517457,1.541812933,1.637199069,1.273273735
Solyc02g086930.3,5,SL3.0ch02,50160350,50161185,+,Homeobox associated leucine zipper protein (AHRD V3.3 *** A0A072U6Z4_MEDTR)              ,1.192038629,0.384236747,-1.170795148,-1.490272051,0.963315426,-0.423372103,-0.900213438,-1.280990384,2.571834414,0.640230136,0.049276855,0.431112161,-0.445886678,0.318234459,0.740596158,-0.654434579,-1.242932752,-0.771803589,0.375499212,0.714326523
Solyc02g087000.3,6,SL3.0ch02,50201477,50202739,+,Potassium transporter (AHRD V3.3 *** Q0MVH0_TOBAC)                 ,0.766098108,-0.752740796,-0.276903892,-0.517781145,1.476153314,-0.058569753,0.650053883,-0.362895709,1.769246299,1.571068299,0.821671847,-0.770316554,0.406383402,0.739264911,0.54780962,-0.489456609,-1.314298875,-1.304190267,-1.526499821,-1.374096262
Solyc02g087010.2,0,SL3.0ch02,50206954,50207827,+,LOW QUALITY:NHL repeat-containing family protein (AHRD V3.3 *** B9HJT0_POPTR)              ,1.534326543,1.623404714,0.237240054,0.109361694,1.945995912,-0.420889069,0.357263428,1.096256563,0.84903027,0.561726737,0.113238546,-0.973680481,-0.541664018,-0.964693507,-0.96493805,-1.169759541,-1.02118373,0.102685704,-1.323291594,-1.150430176
Solyc02g087040.1,6,SL3.0ch02,50217927,50219099,-,"Ring finger ""protein,"" putative (AHRD V3.3 *** B9RUC1_RICCO)               ",1.459333323,1.437640797,-0.313434705,0.674605023,1.218780596,1.562735808,-0.500206108,-0.261102723,1.800404638,0.800530692,-0.343087384,-0.993075187,-0.361054005,-0.445933725,-0.583221392,-0.877056429,-1.042195634,-1.015244831,-1.139717955,-1.078700795
Solyc02g087050.2,6,SL3.0ch02,50225439,50225867,+,WAT1-related protein (AHRD V3.3 *** K4BBL2_SOLLC)                 ,1.299448349,1.544191897,-0.186104935,1.588470158,0.688912242,1.013947623,0.059004938,-0.158014197,1.164585612,0.367438781,-0.192507469,-0.851633853,0.704717405,0.098541505,-0.579885163,-1.021531164,-1.384205313,-1.253853002,-1.467527319,-1.433996095
Solyc02g087300.1,8,SL3.0ch02,50384990,50385898,+,Transducin/WD40 repeat-like superfamily protein (AHRD V3.3 *** AT3G01340.2)               ,2.382575182,1.386016104,-1.437583295,0.356482558,0.692416668,0.685756362,-1.955115238,-1.214811826,0.300749532,-0.768755557,-1.281534771,0.660367841,0.418073937,-0.463300095,-0.03580294,-0.02016033,-0.660127007,0.27405593,0.523516851,0.157180094
Solyc02g087320.2,7,SL3.0ch02,50398052,50398103,-,Homeobox-leucine zipper protein HOX17 (AHRD V3.3 --* HOX17_ORYSJ)               ,-0.920357873,-0.730536429,-0.555131508,2.396490397,-0.974790752,-0.872148556,-0.563205019,-0.899419149,-1.093292481,-0.178873948,-0.596294621,-0.894581255,-0.276492697,0.427988307,0.433444973,0.683306475,0.675846961,0.99308699,2.044314002,0.900646181
Solyc02g087550.3,8,SL3.0ch02,50597194,50598160,-,"Core-2/I-branching ""beta-1,6-N-acetylglucosaminyltransferase"" family protein (AHRD V3.3 *** A0A061EEC9_THECC)               ",0.353475395,-0.182935513,-1.994848577,-0.349838198,-0.677141636,0.516575421,-1.931180494,0.358152006,-1.272169577,-0.336179942,-1.053163875,1.056613401,1.118519008,0.934381882,0.613928906,2.01506511,0.003741557,-0.175421786,0.272199524,0.73022739
Solyc02g087560.1,4,SL3.0ch02,50602289,50604286,+,Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A103YHD1_CYNCS)                ,-1.323846677,1.980923711,2.030767212,0.590059667,-1.585158435,-0.512248352,0.727186268,-0.937638733,-1.32799526,0.825869999,1.255165926,0.158536756,0.465491629,-0.193044067,-0.53571704,-0.628031816,-0.812519012,-0.154204508,-0.045529983,0.021932714
Solyc02g087900.3,8,SL3.0ch02,50801632,50804022,+,Cullin family protein (AHRD V3.3 *** B9HV99_POPTR)                ,0.403642179,0.402378162,-2.287512269,-0.058882838,0.850270514,0.538688242,-1.635463207,-1.135701465,1.36621126,0.793428478,0.218137135,-1.525681777,-0.670200321,-0.122389336,0.690120791,-0.74614275,0.799864289,0.001596038,1.383479935,0.73415694
Solyc02g087940.3,8,SL3.0ch02,50819849,50820310,+,"Coiled-coil domain-containing protein ""115,"" putative (AHRD V3.3 *** A0A061FDB5_THECC)              ",0.017928095,-0.68158974,-1.420804251,-0.26732075,-0.01286724,-0.629316435,-1.624478226,-0.368642105,-0.563201759,-0.650876678,-0.888141917,-1.453571449,1.060962076,1.796756019,0.595584707,1.512013454,0.721491011,0.877197261,1.430207145,0.548670781
Solyc02g088620.3,8,SL3.0ch02,51292093,51292469,-,Membrane-anchored ubiquitin-fold protein 1 (AHRD V3.3 *** A0A151SZZ4_CAJCA)               ,0.849000119,-1.117484034,-1.702189729,-1.027026982,1.647473163,-0.111781691,-0.939460377,-0.556770819,1.716789026,0.826089982,0.407086364,-1.007311443,-1.245493222,-0.927223379,0.823114907,0.770698129,0.893467008,-0.271901915,0.085980948,0.886943948
Solyc02g089065.1,6,SL3.0ch02,51609498,51609953,+,SPIRAL1-like1 (AHRD V3.3 *** AT1G26355.1)                  ,0.341713194,0.507771376,-0.120440448,0.608452861,-0.111965149,1.19218005,0.022772011,1.032364804,-0.978812107,-0.767355677,-0.733531754,0.665183832,1.953828866,1.115286111,1.274518415,-0.712619429,-1.204636304,-1.308453055,-1.423996968,-1.352260628
Solyc02g089200.3,7,SL3.0ch02,51716163,51716306,+,TM29                      ,-1.055802071,-1.002740902,-1.056449154,1.852506014,-1.055308056,-1.054872995,-1.056141972,1.001010673,-1.052382109,-1.053030203,-1.056382542,1.154875746,1.207835649,0.783493454,0.815149214,0.866388961,0.464286597,0.238927918,0.553252335,0.505383445
Solyc02g089205.1,7,SL3.0ch02,51717889,51718095,+,purple acid phosphatase 14 (AHRD V3.3 --* AT2G46880.2)               ,-1.009331734,-0.959416759,-1.017138089,1.482739021,-1.017138089,-1.017138089,-1.011714447,1.83598092,-1.017026601,-1.015286922,-1.017138089,1.007630995,1.580116926,0.505694996,0.464245973,0.878921353,0.535448707,0.174694337,0.337295751,0.278559841
Solyc02g089230.3,6,SL3.0ch02,51740043,51740383,+,DSBA oxidoreductase family protein (AHRD V3.3 *** G7KR19_MEDTR)               ,1.795100926,0.057489008,-0.733634946,1.07735794,2.53282564,1.269611313,-0.411026253,-0.162028823,0.299345595,0.143614847,0.467919391,-1.320601659,-0.206224165,-0.346578623,-0.191513784,-0.496910937,-1.697643334,-0.773580074,-0.609009293,-0.694512769
Solyc02g089240.3,8,SL3.0ch02,51745845,51746052,-,RING/U-box superfamily protein (AHRD V3.3 *** A0A061EHB8_THECC)                ,1.297451135,-1.098454867,-1.484996779,-1.298456504,1.542957808,1.080711719,-1.058024472,-0.780971087,0.751738917,0.518828146,0.121177571,-1.631261305,-0.253216835,1.143812766,0.097437452,1.159297709,0.747090821,0.258997117,-0.07795307,-1.03616624
Solyc02g089290.3,8,SL3.0ch02,51796883,51799225,-,protein kinase superfamily protein                   ,0.758978312,-0.823645028,-1.817202767,-0.88820672,0.210665468,1.54433476,-1.145019844,-0.682905948,0.832234027,0.687641824,-1.045715763,1.547389286,-1.245703488,-0.771986919,0.483457205,-0.260443918,0.02772072,0.005369824,1.227888448,1.355150521
Solyc02g089310.1,8,SL3.0ch02,51808572,51809888,-,F-box family protein                    ,1.112506041,0.543123727,-1.932760072,-0.035138287,-1.299624158,0.106462277,-1.427565984,-0.916895251,1.560815596,0.803883174,-0.95803924,-1.070155082,-0.426362506,0.713615452,-0.454051967,0.931157785,-0.275381249,0.896172695,1.285704457,0.842532591
Solyc02g089550.3,6,SL3.0ch02,51974029,51974558,-,NSP-interacting kinase 1 (AHRD V3.3 *** AT5G16000.1)                ,1.652809179,2.317452794,0.116575053,0.275183399,1.292797373,1.380854586,-0.147032477,-0.342511608,1.279484155,-0.421066282,-0.929227692,-0.360629787,-0.213465515,-0.522773661,-0.569798958,-0.887078837,-0.984447029,-0.912569393,-1.040883561,-0.98367174
Solyc02g089720.2,1,SL3.0ch02,52099435,52099444,+,"Glycoside ""hydrolase,"" family 81 (AHRD V3.3 *** A0A103YH72_CYNCS)               ",0.973566233,-0.730842076,-1.124790201,-1.176138819,0.108340677,1.018816443,-0.72628715,-0.981844211,1.134972605,-0.160021508,-0.813215372,-0.415809224,-0.919357125,-0.484693536,-0.184294191,-0.059620316,-0.035154219,0.32360202,1.450472049,2.80229792
Solyc02g089760.3,0,SL3.0ch02,52112220,52112740,+,Receptor-like protein kinase At3g21340  IPR001245  Tyrosine protein kinase             ,2.527731906,1.726978285,0.62017241,0.087488331,0.753575654,0.358491646,1.493700033,-0.545470434,0.243883005,0.164599846,-0.646109644,0.1805029,-0.368719482,-0.740832961,-0.79351533,-0.948210256,-0.941554357,-1.169192341,-1.005717138,-0.997802073
Solyc02g089810.3,8,SL3.0ch02,52147504,52148225,-,Translation initiation factor eIF-2B subunit delta (AHRD V3.3 *** W9S6A9_9ROSA)             ,-0.310802426,-0.194719103,-1.523409746,-0.486711271,-0.408239303,0.997578354,-1.450376826,-0.50355654,0.032396875,0.858129656,-0.157084549,-1.409455701,-0.907710569,0.258694078,0.296563106,0.143403838,-0.144587218,1.697461672,2.600864484,0.611561189
Solyc02g089860.1,0,SL3.0ch02,52199378,52200211,-,GNS1/SUR4 membrane protein (AHRD V3.3 *** A0A124SFB5_CYNCS)                ,1.314467925,0.47274048,0.901808387,-0.485425777,1.790102433,-0.26312287,0.334872017,-0.840412318,0.823514407,1.205097295,2.12986981,-0.729809182,-0.898037122,-0.808840852,-0.745926959,-0.964298776,-0.870976616,-0.48789914,-0.968169028,-0.909554114
Solyc02g089980.3,6,SL3.0ch02,52309511,52310128,+,"electron ""transporter,"" putative (Protein of unknown ""function,"" DUF547) (AHRD V3.3 *** AT5G66600.9)           ",2.039393663,1.110782858,-0.626467416,0.349945383,0.709681902,1.298585748,-0.429501037,-0.537186281,1.427922833,0.4960224,-0.84571584,-0.604610184,1.129202345,0.252966717,0.005447007,-0.983949706,-1.231824154,-1.184647331,-1.266912072,-1.109136836
